text	vaccine	attitude	side_effects
1st was Pfizer 2nd was Moderna and we are having a Pfizer shortage here so I am thinking Moderna. I was sick a couple of days after Moderna but still better than getting Covid	Pfizer		
1st was Pfizer 2nd was Moderna and we are having a Pfizer shortage here so I am thinking Moderna. I was sick a couple of days after Moderna but still better than getting Covid	Moderna	Neutral	No Details
So we got our first shot as Pfizer and second as moderns. I was preggers for both shots but I didn't have much of a side effect with either, my husband had it bad for like a day with moderna: body aches, chills etc.	Pfizer		
So we got our first shot as Pfizer and second as moderns. I was preggers for both shots but I didn't have much of a side effect with either, my husband had it bad for like a day with moderna: body aches, chills etc.	Moderna	Positive	None
This Pfizer booster is quite the doozy. Got a splitting headache, body pain and fever, 24 hours later.	Pfizer		Headache,Muscle Pain,Fever
Just for balance… me! Moderna for number 3 and just a sore arm and big sleep.	Moderna	Negative	Swelling,Muscle Pain
Family - triple with Pfizer, one over it within 4ish days, the other a bit longer & still quite dizzy on day 7, but neither needed anything more than simple analgesia and rest.	Pfizer	Neutral	Nausea
No reason to fret. I am AZ/Moderna/Pfizer and my recent #COVID19 infection was the sniffles. My 2-dose teens were very sick for 3 days. Most important you #GetBoosted as soon as you can. It makes a difference!	Pfizer		
No reason to fret. I am AZ/Moderna/Pfizer and my recent #COVID19 infection was the sniffles. My 2-dose teens were very sick for 3 days. Most important you #GetBoosted as soon as you can. It makes a difference!	Moderna		
No reason to fret. I am AZ/Moderna/Pfizer and my recent #COVID19 infection was the sniffles. My 2-dose teens were very sick for 3 days. Most important you #GetBoosted as soon as you can. It makes a difference!	AstraZeneca	Positive	Chills
This vaccine is nothing like yellow fever. Success rate is 100% in moderna vaccine in children and no child has died. Try reading actual facts.	Moderna	Positive	Fever
I have 2 shots of sinopharm nothing happend then i got 2 pfizer as a boster and u was like sick	Pfizer	Negative	No Details
ppl who got the pfizer vaccine lmk what happened to yous after because i fainted now my left hand is freezing cold	Pfizer	Negative	Chills
I had two Pfizer then the Moderna booster. Luckily very minimal effects from any…pretty much just a sore arm.	Pfizer		
I had two Pfizer then the Moderna booster. Luckily very minimal effects from any…pretty much just a sore arm.	Moderna	Positive	Muscle Pain
Got my first #PfizerVaccine shot yesterday; I doubled my steroid dose and no drama so far except for arm pain but very acceptable. #VaccinesSaveLives	Pfizer	Positive	Muscle Pain
Hope you feel better soon ! I was also boosted with Moderna and my arm is still sore.	Moderna	Positive	Muscle Pain
Hope you both heal quickly. Fevers are no fun at all. I had 102 with my Pfizer dose number 2 and had one with my booster too.	Pfizer	Neutral	No Details
I have heard of a lot of left call ( mostly left ) pains following #AstraZeneca #covidvaccine - mine was a sharp pain & pulsing in left calf - for 3 days after vaccine - yours? 	AstraZeneca	Neutral	Muscle Pain
I have been up since 4 am with a headache/fever (shout out Pfizer), but I am starting to feel like I might be able to fall back asleep (small victories).	Pfizer	Positive	Headache,Fever
If you haven't had Pfizer before it might give you a bit of a knock. I don't remember much reaction to AZ, but Pfizer gave me a bit of a headache, sore arm, sweating (although we've had a heat wave). Still worth it, of course!	Pfizer	Negative	Headache,Muscle Pain,Fever
If you haven't had Pfizer before it might give you a bit of a knock. I don't remember much reaction to AZ, but Pfizer gave me a bit of a headache, sore arm, sweating (although we've had a heat wave). Still worth it, of course!	AstraZeneca	Neutral	No Details
I had Pfizer, I have a headache, nausea, aches and pains. I got the vaccine yesterday and side effects today. Feel well soon.	Pfizer	Positive	Headache,Muscle Pain,Nausea
Almost a week after my first #PfizerVaccine and I'm feeling fine. A sore arm the only side-effect. Thanks to the team for making the process at the mass vax hub so smooth. Get #vaxxed people.	Pfizer	Positive	Muscle Pain
I had a worse reaction to the second Moderna, than the booster. With the booster, just sore arm and fatigue. I had the day off, but I could have functioned at work bc the symptoms were mild.	Moderna	Positive	Tiredness,Muscle Pain
Guys what am I to do. 2 months after AstraZeneca vaccine burning in eyes and tounge, constant pain, no one can help eye dr says he can’t see the problem. But I can’t get well and no one is in a hurry to help me. Not only did this vaccine hurt me now no one will help me.	AstraZeneca	Negative	Muscle Pain,Other
All of mine were Moderna. Sore arm, fatigue for 48 hours. Craving cheesecake after that.	Moderna	Positive	Tiredness,Muscle Pain
I got the second dose of the moderna vaccine yesterday. When I woke up this morning, it felt like I had the worst hangover in the world. My body ached, I had a headache, could barely move. However, after about three hours I started feeling normal. (1/2)	Moderna		Headache,Tiredness,Muscle Pain
I took Moderna because that's what was available. I was in the first wave of Vaccinations. I wanted that vaccine so I could stop worrying about getting sick all the time! I've always taken Vaccines and I'm totally onboard w/ the science. Where did these anti-Vaxxers come from?	Moderna	Positive	No Details
I had moderna yesterday, and so far all I have is a sore arm and had a bit of a headache last night. My first AZ knocked me about for two days, so I’m glad this time round I was fine. Best of luck!	Moderna		
I had moderna yesterday, and so far all I have is a sore arm and had a bit of a headache last night. My first AZ knocked me about for two days, so I’m glad this time round I was fine. Best of luck!	AstraZeneca	Positive	None
Moderna here...I felt fine the day I got the vaccine. I had profound fatigue for a few days after that.	Moderna	Positive	Tiredness
Hopefully after my three Moderna shots and now actually catching Covid, I’ll have super immunity. The plus side of being vaccinated is that I can barely tell that I’m “sick”. I just feel like being lazy, that’s it. Thank goodness for Netflix.	Moderna	Positive	Tiredness
How long do the side effects last from the second Moderna shot?? I feel like hell. Every muscle aches and my fever is back. #fullyvaxxed #secondshot #vaccine #VaccinesWork	Moderna	Negative	Muscle Pain,Fever
After 2nd shot of Moderna in July 2021 within 36 hrs: 1)Blurred vision 2)Headache 3)Feet and lower legs turned purple & numb 4)Rapid heartbeat 5)Trouble breathing 6)Numbness in the shoulder of the arm where the injection was given Only the problems with the feet/legs disappeared	Moderna	Neutral	Headache,Muscle Pain,Other
Same I had the chills my arm was fine, she kept saying are you happy to have the astra zeneca vaccine today I said exactly that I didn't think there was a choice	AstraZeneca	Neutral	Chills
Got Moderna to boost J&J. Had some chills for a little while, beginning about 12 hours post-jab. And moderate soreness around the injection site, on and off, for about 2-3 days.	Moderna	Neutral	Tiredness,Chills
2nd dose of Moderna was easier for me than the first dose. Only a sore arm for several hours. I’m 54 hours out from the shot. #CovidVaccine #2ndDose	Moderna	Neutral	Tiredness
Pfizer vaccine. Brain fog initially and mild headaches. Nothing since.	Pfizer	Neutral	Headache,Nausea
I did Pfizer-Moderna-Moderna. Similar (relatively mild) side effects on dose 1 and 2 with dose 2 being a little worse. Zero side effects with dose 3 aside from a slightly sore arm.	Pfizer		
I did Pfizer-Moderna-Moderna. Similar (relatively mild) side effects on dose 1 and 2 with dose 2 being a little worse. Zero side effects with dose 3 aside from a slightly sore arm.	Moderna	Neutral	None
Pfizer vaccine isn’t protecting people like they thought it would. Now they’re coming out with a “booster” but to me it just shows the vaccine isn’t a proper vaccine, which I always figured since it doesn’t even prevent you from getting sick.	Pfizer	Negative	No Details
22 hours after 2nd Moderna vaccine and I have the slightest fever and my joints hurt a lil bit but I'm guessing that's from the fever. I didn't sleep well at all last night so that's a thing. Bracing myself rn cause ik it's probably gonna get worse	Moderna	Negative	Fever
Depends on the booster, I had AstraZenica for my main vaccine, it made me achey and sleepy, I had Pfizer as my booster and only got a little pain at the injection site. Also had mild covid between main shots and booster, can’t walk more than 12ft without getting out of breath now	AstraZeneca	Neutral	Tiredness,Muscle Pain
Same here. Pfizer 1+2 and Moderna 3. Sore arm is all for all 3.	Pfizer		
Same here. Pfizer 1+2 and Moderna 3. Sore arm is all for all 3.	Moderna	Neutral	Muscle Pain
What side effects are those? I got the Moderna vaccine and had a headache, chills, felt poorly for 48 hours. Nothing to visit a doctor over and certainly expected and something I’d do over to avoid hospitalization or death. I do not believe your data one bit.	Moderna	Negative	Headache,Chills
No it's not true.mera cousin brother Wockharrd pharma mein job kar rahe hain. Pfizer, moderna aur asterzeneca vaccine pe misinformation dia ja raha hai kuch mulk mein. Side effects Headache or fever or pain in arm (1/2)	Pfizer		
No it's not true.mera cousin brother Wockharrd pharma mein job kar rahe hain. Pfizer, moderna aur asterzeneca vaccine pe misinformation dia ja raha hai kuch mulk mein. Side effects Headache or fever or pain in arm (1/2)	Moderna		
No it's not true.mera cousin brother Wockharrd pharma mein job kar rahe hain. Pfizer, moderna aur asterzeneca vaccine pe misinformation dia ja raha hai kuch mulk mein. Side effects Headache or fever or pain in arm (1/2)	AstraZeneca		Headache,Muscle Pain,Fever
There is an utter lack of duty of care for people after the 2nd Moderna & Pfizer vaccines. I had a half hour drive from work the eve of my 2nd, by which time I was very disorientated and had a high fever. Govt needs to stand over a formal advisory statement.#vaccineSideEffects	Pfizer	Negative	
There is an utter lack of duty of care for people after the 2nd Moderna & Pfizer vaccines. I had a half hour drive from work the eve of my 2nd, by which time I was very disorientated and had a high fever. Govt needs to stand over a formal advisory statement.#vaccineSideEffects	Moderna		Fever
I’ve had the 2 shot Shingrix vaccine (2 years ago). I had a sore arm and mild flu like symptoms after the 2nd shot. Similar to Everyone I’ve spoken to whose also had the Shingles vaccine. Ditto for the Pfizer vaccine. I rarely have issues with the annual flu shot.	Pfizer	Neutral	Muscle Pain,Chills
My son is in Army AIT. His platoon got the Pfizer vaccine two weeks ago. So males 18-26 mostly. The next day after dose 1, 20 went to sick call (~40%), after 2 days, about 5 still couldn't participate in training. Even now, they are pondering having the platoon have a second dose	Pfizer	Neutral	No Details
Ganyan din po yung friend ko 1st dose - Sinovac 2nd dose - Sinovac Booster - Moderna Now, 3 days with fever + Covid Positive with Pneumonia … kala nya side effect lang ng booster covid na pala.	Sinovac	Neutral	No Details
My daughter, mit 20ies, healthy no underlying health issues, 2x Pfizer vaxed,non smokers, drinks little, does a little dope, but a lot less than her father. She has been jn bed for nearly 2 weeks w CV. 40°+ fever, phlegm that made breathing hard, and found symptoms like mad.	Pfizer	Negative	Fever
Really seems to be very individual... Had a little bit of a sore arm for a few hours (setting in after about 6 hours) after the 2 PBs, about nothing at all after the Moderna booster. Nothing more than that and one case of a headache for half a day in all family from 16 to 90...	Moderna	Negative	Muscle Pain
Yes, I had two AstraZeneca and a Pfizer booster, a slightly sore arm after the Pfizer whereas after the AstraZenecas I had a number of symptoms, including a fever the first night after the first, and painful arm for a few days.	Pfizer	Neutral	Muscle Pain,Fever
Yes, I had two AstraZeneca and a Pfizer booster, a slightly sore arm after the Pfizer whereas after the AstraZenecas I had a number of symptoms, including a fever the first night after the first, and painful arm for a few days.	AstraZeneca		
I got sick after shot #2 (in March) as well (Moderna) but got better. Not sorry I got the vaccine. Still wearing mask in public. Senior (60s) with autoimmune issues, but also protecting others like me. Hope you feel better soon!	Moderna	Positive	No Details
No they agent. I know someone who just got the Moderna vaccine and now their entire body hurts, they have a bad fever and headaches. Stop forcing your communist, political agenda.	Moderna	Negative	Headache,Fever
What can I do to feel better? To help with soreness and swelling: Put a cool, wet cloth over the area where you had the needle. Move the arm or leg where you had the needle. After Moderna mRNA vaccine first shot.	Moderna	Negative	Swelling,Tiredness
Ah, I got Pfizer but for that I was tired a few hours after and then me and hubs were wiped out the next day! But it all passed and it was pretty quick and painless, esp compared to actual COVID. I think Moderna is similar. But they’re actually mixing vaccines there?	Pfizer	Neutral	Tiredness
I was vaccinated on 29/5/2021 by astrazeneca vaccine and i am 36 years old. since that day a constant fever ranging from 37.5( day) to 38.3 ( night). Can i relate this fever to the vaccine's side effects or should i be more concerned. 	AstraZeneca	Negative	Fever
Had the Astra ones for my first 2, no side effects. Had Moderna Booster and a headache for 3 days	Moderna	Neutral	Headache
Had the Astra ones for my first 2, no side effects. Had Moderna Booster and a headache for 3 days	AstraZeneca		None
I had the Moderna shot. The first shot just pain in the arm for 24 hours, second shot the pain in the arm for 3 days. No symptoms or side effects. Everyone experience different symptoms, side effects, or none from the vaccine it’s a chance we are all taking. Good Luck!	Moderna	Neutral	Muscle Pain,None
I usually take vaccines very well. Sore arm and thats it. I got Pfizer and in my late 20s, the first shot had me with chills, dizzy, an bad head fog. Second shot I was just very tired and slept through the first full day of the shot. I had a sore arm for both.	Pfizer	Neutral	Headache,Tiredness,Chills,Nausea
Pfizer. Sore arm and mostly just a headache. Other than that was fine.	Pfizer	Neutral	Headache,Muscle Pain
Had 40th day prayers for our dearly departed mother in her Bulacan home recently w/ family & neighborhs; my youngest son (we are all moderna fully vaxxed & boostered) who accompanied me complained of colds& 38.9fever after 3days; he isolated in 1/3	Moderna	Negative	Fever
If I am reading this correctly Kevin Rudd, approached by a senior Australian businessman in the US to intervene, negotiated an earlier delivery of Pfizer vaccines, saved Morrison’s bacon and In turn Morrison took the credit.	Pfizer	Neutral	No Details
I have told you no such thing. I have gotten both Moderna shots. Unlike teachers, I must tutor my grandchildren if they are identified by contact tracing and are quarantined. I must do so not knowing if they have Covid until they can get an appointment and be tested.	Moderna	Neutral	No Details
If you've had the Astra Zeneca vaccine, then get the headache checked out. Hope you're feeling better soon. I suppose a lot of detailed sewing could cause a headache, so fresh air/outdoor activity might help.	AstraZeneca	Neutral	Headache
Just as an aside my husband got the Moderna vaccine on Sunday, first dose, and has been totally fine. Arm is sore and he *thinks* he's feeling a little tired but other than that nothing. Not many people seem to be getting Moderna, so thought I'd mention it to reassure.	Moderna	Neutral	Tiredness,Muscle Pain
Pfizer outright lied about their trial results. They listed a girl paralysed as having a stomach ache. Truth and law have been ignored. But that won’t go unaccounted for in these next months. 4 trials listed from within UK.	Pfizer	Neutral	Muscle Pain
Had both shots, Moderna no pain or side effects. If skeptics only knew how easy, painless & safe vaccine this is, they’d get vaccinated. BTW: No forks, keys, or hammers have tried to stick on my forehead	Moderna	Positive	None
For me it’s loss of taste and smell, and I have a sore throat and my mum had a high fever and sore throat man. We both had both doses of the AstraZeneca vaccines	AstraZeneca	Neutral	Fever,Other
Ugh - my 2nd dose was a doozy and my booster of Moderna (which is a half dose) has similar side effects but milder. Body aches, sore arm, headache. Was done yesterday.	Moderna	Neutral	Headache,Muscle Pain
Moderna booster yesterday - no fever but fatigue level na parang flu. Hirap makabangon. Had chills this morning pero no fever pa din (siguro kasi naka paracetamol ako pagtulog). Sore arm. As in parang may pasa sa sakit. All good. Parang flu shot lang. Lets all stay home muna.	Moderna	Neutral	Tiredness,Chills
Family of four: Three fully vaccinated since April with the Pfizer vaccine, with the exception being their 11-year old. All four infected, including the three fully vaccinated who all got sick with symptoms. 95% efficacy, not even close. 100% fail.	Pfizer	Neutral	No Details
My fam had Moderna and suffered chills and a sleepless night..	Moderna	Neutral	Chills
My sister's mother in-law got stomach pain and massive headache 2 days after Astra Zeneca vaccine. Got to hospital and found a blood clot in the brain. They won't admit it's the vaccine! Females are more prone to the side effects and I think age doesn't matter	AstraZeneca	Negative	Headache,Muscle Pain
I am vaxxed (Moderna), got covid on Fri 12/31. Started w/congestion then severe headache, flu symptoms, body aches, cold sweats, 103 temp for 3 days, day 4 it went to my chest, raw windpipe, dry cough... on day 6 today & finally most is gone accept the chest congestion/pain.	Moderna	Neutral	Headache,Muscle Pain,Other
Got first vaccine (Pfizer). Next one due Aug. Intra-abdominal pressure of brief cough/sneeze is killer on front pelvic pain. Though young & not immunocompromised, can’t imagine handling pain from coughing fits if got sick, hence GP classed me as “vulnerable.”	Pfizer	Negative	Muscle Pain,Chills
I had vaccine grumpiness for 2 days after astra zeneca - slight fever. Person I live with had Pfizer...also grumpy! Beautiful eclipse kinda fixed things...	Pfizer	Neutral	No Details
I had vaccine grumpiness for 2 days after astra zeneca - slight fever. Person I live with had Pfizer...also grumpy! Beautiful eclipse kinda fixed things...	AstraZeneca		
One dose of Moderna left me with an extra heartbeat, brain fog and fatigue. The heart palpitations are still with me since June '21. I only vaxed so I could get to family in Canada. Now have med exempt but can't cross border. It has been devastating.	Moderna	Neutral	Tiredness,Nausea,Other
I had the Pfizer booster on Thursday. Felt a bit light headed yesterday but was tired and hadn’t drunk enough water. So probs just my bad habits, not the half-shot	Pfizer	Neutral	Headache,Tiredness,Other
i got the pfizer vaccine but moderna booster and i was just exhausted and super achey the next day and basically laid on the couch all day. the day after i felt much better but i got rly tired by like 5 pm	Pfizer		
i got the pfizer vaccine but moderna booster and i was just exhausted and super achey the next day and basically laid on the couch all day. the day after i felt much better but i got rly tired by like 5 pm	Moderna	Negative	Tiredness,Chills,Other
2 AZs,followed by Moderna booster. Felt slightly off colour for a few days after AZ (though only slightly). No after effects of booster, not even sore arm.	Moderna	Neutral	None,Other
2 AZs,followed by Moderna booster. Felt slightly off colour for a few days after AZ (though only slightly). No after effects of booster, not even sore arm.	AstraZeneca		
So far the Pfizer vaccine is way less awful than the AZ. No fever or sweating, just feeling incredibly run down and lifeless.	Pfizer	Neutral	None
Recap of my covid-19 vaccine experience: Pfizer after Astra Zeneca as first shot. After first shot, had headache, chills, extreme fatigue. After second shot, mostly sore arm and a bit of fatigue, very minor feeling of chills shortly 24 hours after. Feel great now.	Pfizer		
Recap of my covid-19 vaccine experience: Pfizer after Astra Zeneca as first shot. After first shot, had headache, chills, extreme fatigue. After second shot, mostly sore arm and a bit of fatigue, very minor feeling of chills shortly 24 hours after. Feel great now.	AstraZeneca	Positive	Headache,Tiredness,Chills
Sore injection site. Felt tired for a day. Got the Moderna.	Moderna	Neutral	Tiredness
I got Moderna and the first one was worse than the second. Overall, both of them weren’t even all that bad I was mostly just a little dizzy for like a day or two and on the first vaccine I had a little bit of a fever.	Moderna	Neutral	Fever,Nausea
Same. Survived COVID 5 months ago. Got AZ 8 weeks ago followed by Moderna yesterday. Sore. Exhausted. But alive and grateful. Join the 2x club. Don’t be afraid to mix your drinks or your vaccines.	Moderna	Negative	Tiredness
Same. Survived COVID 5 months ago. Got AZ 8 weeks ago followed by Moderna yesterday. Sore. Exhausted. But alive and grateful. Join the 2x club. Don’t be afraid to mix your drinks or your vaccines.	AstraZeneca		
Anyone else had a #Moderna #vaccine, and anyone else felt absolutely rotten after it? Not only is my arm in agony from the tiny scratch at 8.30am yday, but last night I had a fever, hot/cold and sweating all night, plus was in and out the bathroom. Anyone else experience this?	Moderna	Neutral	Chills,Fever
It also depends on which vaccination you get and how susceptible you'd be. The AstraZeneca vaccine gave me a fever around 3am the following day and then I was out for the rest of it. The second vaccine I got a slight headache, but I'm not even sure that was related lmao	AstraZeneca	Neutral	Headache,Fever
I didn’t have an issue with mine except for headaches for about a month with my first AZ. 2nd no issues. I’m having Pfizer and expecting a sore arm, so they say for a few days. Body aches, fever and feeling sick. Fingers crossed I have an easy time if it.	Pfizer	Negative	Muscle Pain,Fever
I didn’t have an issue with mine except for headaches for about a month with my first AZ. 2nd no issues. I’m having Pfizer and expecting a sore arm, so they say for a few days. Body aches, fever and feeling sick. Fingers crossed I have an easy time if it.	AstraZeneca		Headache
I had hepatitis vaccine in 2019, had sore arm for my 2nd shot, 1st and 3rd no problem. A Canadian received sinovac, she said she had sore arm only. I'm still waiting for my 1st covid vaccine.	Sinovac	Neutral	Muscle Pain
Vaccine Astrazeneca Log. Vaccine Day 27/6 6.45pm - Vaccinated 6.45 pm - 7pm - Observation area(no effect) 8.00pm - Left shoulder start feel some nerve pain 28/8 1.30am-start body muscle pain 3.30am-My leg start feel so cold + muscle & joint pain 5.45 am -Fever temperature 38.5	AstraZeneca	Neutral	Muscle Pain,Chills,Fever
Moderna had a working mRNA vaccine for Zika, in clinical trials, then Covid hit. They had a working Covid vaccine 66d after China published Covid RNA sequence. All they had to do was swap the Zika PrM-E codons for the Covid Spike Protein codons. can now make cold/flu mRNA in 30d	Moderna	Neutral	No Details
No bad reaction to my booster and just a stiff and sore arm for a few hours after the first two. All Pfizer.	Pfizer	Neutral	Muscle Pain,Other
Moderna COVID-19 vaccine &lt;&lt; i took this vaccine..and had NO side effects ..just a sore arm for a few days!!! N its been a week since the 2nd shot..NO SIDE EFFECTS!!!	Moderna	Positive	None
AstraZeneca to start, that felt like a two day hangover that made me nostalgic for goth clubs. Later on got Moderna, bit of joint pain for a day or so. Plan to rest (Lucifer binge), sleep and eat well, get the shot in your non dominant arm so any soreness doesn't twart movement.	Moderna	Positive	None
AstraZeneca to start, that felt like a two day hangover that made me nostalgic for goth clubs. Later on got Moderna, bit of joint pain for a day or so. Plan to rest (Lucifer binge), sleep and eat well, get the shot in your non dominant arm so any soreness doesn't twart movement.	AstraZeneca		
I got the moderna booster, i did have some soreness and the first night i had it, i did get woken up to vomit but it was otherwise mild after that.	Moderna	Neutral	Muscle Pain
None. Moderna x3 No side effects for me aside from maybe slight soreness at injection sites.	Moderna	Neutral	Muscle Pain
My mom had Moderna and for first dose she had no issues. Second dose she got very sick within a couple of hours of getting the vaccine and was pretty sick for about 2 days. I have my 2nd dose scheduled this weekend!	Moderna	Positive	Other
I had moderna booster after 2 Pfizer. Barely noticed anything with the booster other than a slightly sore arm for a day. 2nd Pfizer hit me very hard.	Pfizer	Neutral	Muscle Pain
I had moderna booster after 2 Pfizer. Barely noticed anything with the booster other than a slightly sore arm for a day. 2nd Pfizer hit me very hard.	Moderna		
I got Moderna after 2 AZ . Was rotten for 24 hours ( aches, tired etc) then fighting fit.	Moderna		
I got Moderna after 2 AZ . Was rotten for 24 hours ( aches, tired etc) then fighting fit.	AstraZeneca	Negative	Tiredness,Muscle Pain
Still have a fever - it was up to 102.1 yesterday. I’m guessing I caught COVID despite a negative RAT and three Moderna shots. It sucks when you know you can’t get a PCR and don’t want to go into any healthcare facility. Over the counter meds and rest is my remedy.	Moderna	Negative	Fever
I just arrived home from the hospital, after receiving my 2nd COVID (Pfizer) Shot. Long trip, and I am really tired. Can't say enough about the efficiency, pleasant nurses, and ease of the process by the Hospital. But you have to have a car in VT. to travel to find the vaccine.	Pfizer	Neutral	Tiredness,Other
I had my Moderna booster just over 48 hours ago. This time yesterday I felt about as unwell as I ever have, right now I basically just have a slightly sore arm and a dehydration headache. All worth it!	Moderna	Positive	Headache,Other
I had Moderna vaccine. First shot very tired for a couple days. Second shot headache, mild fever and body ache for two days. Easy breezy!	Moderna	Neutral	Headache,Muscle Pain,Fever,Nausea
I received Pfizer first dose, moderna second and booster. The day after booster I felt very tired but otherwise functional. By day 3 I was back to normal.	Pfizer		
I received Pfizer first dose, moderna second and booster. The day after booster I felt very tired but otherwise functional. By day 3 I was back to normal.	Moderna	Neutral	Tiredness
How are you feeling today? Hubby got Pfizer and only had sore arm. I got moderna and both shots didn’t like me.	Pfizer		Tiredness,Muscle Pain
How are you feeling today? Hubby got Pfizer and only had sore arm. I got moderna and both shots didn’t like me.	Moderna		
I had my 4th dose yesterday. Just a sore arm this time. Nurse joked I've got the full set now. 2 Astra Zeneca 1 Pfizer and 1 Moderna.	Pfizer		
I had my 4th dose yesterday. Just a sore arm this time. Nurse joked I've got the full set now. 2 Astra Zeneca 1 Pfizer and 1 Moderna.	Moderna		
I had my 4th dose yesterday. Just a sore arm this time. Nurse joked I've got the full set now. 2 Astra Zeneca 1 Pfizer and 1 Moderna.	AstraZeneca	Neutral	Muscle Pain
I had my booster shot (Moderna) Nov. 30th. The injection site was sore for a couple of days and I experienced fatigue on the first day only. Those were my only side effects. Good luck!!	Moderna	Positive	Tiredness,Muscle Pain
Got the second AstraZeneca vaccine and was told there won’t be any side effect unlike the first one and I feel the exact same so I’ll see you all in 3-5 working days when my heads not sore again	AstraZeneca	Positive	Headache,None
thats not the point , you're in a mental funk , he being present is absolutely no more risk then a vaxxed person, so wake up moron . Jan 6 was planned by FBI , s the indictment arrest sheets prove, Avi puts himself front and centre of reporting unlike the Pfizer sponsored MSM .	Pfizer	Neutral	No Details
Not too difficult here in Alberta. Every vaccine is aggressively tracked w/ follow-up. 3.4 million doses, with 588 adverse events. 1 was a death due to blood clot (AstraZeneca). The rest included nausea, fevers, etc. 99.9% safe even for immunocompromised persons age 12+.	AstraZeneca	Neutral	Fever,Nausea
First Pfizer vaccine 5/5: injection site pain, exhaustion, otherwise fine. Second Pfizer vaccine 5/26: injection site pain, no exhaustion, ability to levitate objects up to 850 pounds, otherwise fine.	Pfizer	Neutral	Muscle Pain
I've had my first dose of the Pfizer vaccine I didn't really have any major negative effects just had a slight soreness in my arm the day after getting my vaccine and i felt very tired but the effects only lasted one day. I'm due my second dose in a few days.	Pfizer	Positive	Muscle Pain
It was probably less the public health messaging and more the media beatup about AstraZeneca. Even though it's illogical, even I fear the AZ vaccine - particularly the 20 day period afterwards when I'd be anxious whether an ache or pain is precursor to a serious clot.	AstraZeneca	Negative	Muscle Pain
I noticed I was a little extra tired after my 2nd #Pfizer vaccine but that was it. A bit of a sore arm and a little extra tired was well worth it.	Pfizer	Positive	Tiredness,Muscle Pain
I got Moderna so I dunno if the symptoms will be the same but me and my parents were really sick but my girlfriend got Pfizer and felt nothing so, not sure if it depends on the person or if Pfizer doesn't make you sick	Moderna	Neutral	Other
i had moderna and my arm hurt and i got a bit of a headache, but nothing serious	Moderna	Positive	Headache,Muscle Pain
As you seem to have an interest in testimonials. Got the Moderna vaccine today. No real immediate reaction, after a few hours, a mild ache has developed. Naturally also a little sensitive to touch. So acceptable reaction to it. 2nd dose scheduled exactly 4 weeks from the 1st	Moderna	Neutral	Muscle Pain
Got my booster yesterday, I've had Pfizer every other time but I got Moderna this time, my arm has felt so much worse, sleeping was a nightmare. And for some reason, I keep getting random waves of nausea (but that might be a pre-existing prob I have, it's just been a while)	Pfizer		
Got my booster yesterday, I've had Pfizer every other time but I got Moderna this time, my arm has felt so much worse, sleeping was a nightmare. And for some reason, I keep getting random waves of nausea (but that might be a pre-existing prob I have, it's just been a while)	Moderna	Negative	Nausea,Other
Pfizer had been working on the vaccine for yrs but it took under a year to tweak it so it worked for covid. When are people gonna ever ger tired of all the GOP lies and power grabs	Pfizer	Negative	Tiredness
Got boosted and feel pretty ok! Mild headache and super tired. But I can't blame the booster, I have children. X3 Moderna!	Moderna	Positive	Headache,Tiredness
That’s kinda how my 3rd Moderna shot was. Got it Tuesday. Started with a sore arm then went to deep in my armpit. Headache and body aches. Spent 24 hrs in bed. Feeling more normal now.	Moderna	Positive	Headache,Tiredness,Muscle Pain
My mum had a mild headache and a sore arm, mum-in-law only had a sore arm, and 86-yr-old granny-in-law had NOTHING. The girlfriend's getting boostered in three days, so we'll see about her. My first two vaccines were Pfizer and the booster was Moderna, maybe it was that for me.	Pfizer		Headache,Muscle Pain
My mum had a mild headache and a sore arm, mum-in-law only had a sore arm, and 86-yr-old granny-in-law had NOTHING. The girlfriend's getting boostered in three days, so we'll see about her. My first two vaccines were Pfizer and the booster was Moderna, maybe it was that for me.	Moderna		None
I think I have it now, getting tested tomorrow. Sore throat, slightly running nose, some aches, can't regulate body temp, and tired. So. So tired. If it wasn't a pandemic, I would probably be stupid and still go about my day. I'd like to thank Moderna for this gift of mildness.	Moderna	Positive	Tiredness,Muscle Pain
Successfully got vaccine today. Turned out to be Pfizer and not Moderna. So far arm is just sorta flu shot type sore.	Pfizer	Neutral	Muscle Pain
I’m sorry it’s tough for you! I got Moderna booster after Pfizer 1 & 2 and only had a sore arm and shoulder.	Pfizer	Positive	Muscle Pain
I’m sorry it’s tough for you! I got Moderna booster after Pfizer 1 & 2 and only had a sore arm and shoulder.	Moderna		
Is moderna not effective? And why j&j is not approved for use but it is given to teachers & health care workers? Having 1 vaccine isn’t helping at all	Moderna	Negative	No Details
Since having astrazeneca, my period and pain that comes with it is worse, I've been getting more frequent heart palpitations, I've had sudden weight gain that I've had to control (I previously had to work to gain weight) and now they're no longer giving it out, bit sus	AstraZeneca	Negative	Other
Not great. A little sore. GP confirmed it was not cellulitis or shingles (which he assumed from photo) because it appeared on both shins now. File under reaction a as yet to be fully understood reaction to the Astra Zeneca vaccine.	AstraZeneca	Negative	Headache,Muscle Pain
logistically it isnt possible due to the need for ultra cold chain freezers to store the Pfizer mRNAs which spoil easily if temperature excursions occur.	Pfizer	Negative	Chills,Other
